targetId,comparatorId,outcomeId,outcomeName,type
289,290,4096999,Short rib,outcome
289,290,4305303,Sleep deprivation,outcome
289,290,195926,Slowing of urinary stream,outcome
289,290,4125590,Slurred speech,outcome
289,290,444127,Specimen satisfactory for evaluation but limited,outcome
289,290,443172,"Splinter of face, without major open wound",outcome
289,290,443082,Starvation,outcome
289,290,440233,Strain of supraspinatus muscle AND/OR tendon,outcome
289,290,433244,Tooth loss,outcome
289,290,4029731,Trimethylaminuria,outcome
289,290,40482801,Type II diabetes mellitus uncontrolled,outcome
289,290,4199550,Unable to mobilize,outcome
289,290,4002572,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal",outcome
289,290,4092743,Unsteady when standing,outcome
289,290,195591,Urethral overactivity,outcome
289,290,4216708,Urgent desire for stool,outcome
289,290,80070,Uric acid urolithiasis,outcome
289,290,4088910,Uterine cervix absent,outcome
289,290,4088920,Uterus absent,outcome
289,290,4104132,Vomit contains feces,outcome
289,290,439405,Walking disability,outcome
289,290,314754,Wheezing,outcome
289,290,435723,Wound seroma,outcome
289,290,440193,Wristdrop,outcome
289,290,4175583,3-Methylglutaconic aciduria type 2,outcome
289,290,443698,Abnormal anal Papanicolaou smear,outcome
289,290,375824,Abnormal auditory perception,outcome
289,290,435574,Abnormal form of root of tooth,outcome
289,290,4262562,Abnormal heart beat,outcome
289,290,436409,Abnormal pupil,outcome
289,290,443702,Abnormal response to nerve stimulation,outcome
289,290,443585,Abrasion and/or friction burn of multiple sites,outcome
289,290,44783954,Acid reflux,outcome
289,290,380818,Acquired deformity of head,outcome
289,290,432411,Acquired equinus deformity of foot,outcome
289,290,441481,Adult victim of abuse,outcome
289,290,435720,Adverse anesthesia outcome,outcome
289,290,4218106,Alcoholism,outcome
289,290,4303805,Allergic reaction to bite and/or sting,outcome
289,290,4254371,Altered growth and development,outcome
289,290,434916,"Amphetamine or psychostimulant dependence, continuous",outcome
289,290,4101660,Amputated below knee,outcome
289,290,4198962,Amputated thumb,outcome
289,290,4171556,Ankle ulcer,outcome
289,290,45757682,Anomaly of jaw size,outcome
289,290,4060259,Antenatal amniocentesis - abnormal,outcome
289,290,77650,Aseptic necrosis of bone,outcome
289,290,439237,Assault,outcome
289,290,76744,Azoospermia,outcome
289,290,256449,Bronchiectasis,outcome
289,290,134765,Cachexia,outcome
289,290,4172458,Candidiasis of skin,outcome
289,290,4228429,Carnitine deficiency,outcome
289,290,42709838,Cellulitis of lower limb,outcome
289,290,4213540,Cervical somatic dysfunction,outcome
289,290,443570,Cervicovaginal cytology: Low grade squamous intraepithelial lesion,outcome
289,290,439674,Chronic viral hepatitis B without delta-agent,outcome
289,290,134734,Compartment syndrome,outcome
289,290,46269889,Complication due to Crohn's disease,outcome
289,290,434675,Complication of gastrostomy,outcome
289,290,438624,Complication of renal dialysis,outcome
289,290,72995,Contracture of joint of hand,outcome
289,290,80492,Contracture of knee joint,outcome
289,290,199978,Contusion of lower limb,outcome
289,290,433071,Contusion of multiple sites,outcome
289,290,432729,Crying infant,outcome
289,290,75389,Current tear of lateral cartilage AND/OR meniscus of knee,outcome
289,290,80242,Current tear of medial cartilage AND/OR meniscus of knee,outcome
289,290,73575,Deformity of toe,outcome
289,290,443737,Dental restoration lost,outcome
289,290,438183,Denture occlusion incorrect,outcome
289,290,438759,Descemet's membrane fold,outcome
289,290,4115402,Difficulty sleeping,outcome
289,290,4019971,Discord in school,outcome
289,290,436906,Disease caused by rickettsiae,outcome
289,290,201091,Disproportion - major pelvic abnormality,outcome
289,290,372329,Dissociated deviation,outcome
289,290,4155818,Does climb,outcome
289,290,4196636,Dysarthria,outcome
289,290,72407,Effusion of joint of shoulder region,outcome
289,290,439791,Emotional upset,outcome
289,290,4092896,Feces contents abnormal,outcome
289,290,4182437,Female genital cutting,outcome
289,290,4229403,Flat anterior chamber of eye,outcome
289,290,4069540,Flexion deformity of knee,outcome
289,290,374801,Foreign body in ear,outcome
289,290,4096540,Foreskin deficient,outcome
289,290,73564,Full thickness rotator cuff tear,outcome
289,290,40481568,Fussy infant,outcome
289,290,439788,Galactosemia,outcome
289,290,40481632,Ganglion cyst,outcome
289,290,74855,Genital herpes simplex,outcome
289,290,437744,Heat exhaustion,outcome
289,290,440021,Herpes simplex without complication,outcome
289,290,437489,Herpes zoster with complication,outcome
289,290,440329,Herpes zoster without complication,outcome
289,290,435511,Hypercalcemia,outcome
289,290,77364,Hypermobility of coccyx,outcome
289,290,441829,Hyperosmolality and or hypernatremia,outcome
289,290,74731,Hypertrophic osteoarthropathy,outcome
289,290,440129,Hypertrophy of nasal turbinates,outcome
289,290,443447,Iatrogenic hypotension,outcome
289,290,4344500,Impingement syndrome of shoulder region,outcome
289,290,4090353,Incompetent urethral closure mechanism,outcome
289,290,434485,Increase in body fat,outcome
289,290,434872,Infection by Trichomonas,outcome
289,290,4057662,Infestation by Phthirus,outcome
289,290,440053,Infestation by insect,outcome
289,290,442120,Injection site extravasation,outcome
289,290,4168222,"Intra-abdominal and pelvic swelling, mass and lump",outcome
289,290,440710,Intraretinal microvascular abnormality,outcome
289,290,78512,Joint contracture of the ankle and/or foot,outcome
289,290,78228,Joint derangement,outcome
289,290,72404,Joint stiffness,outcome
289,290,438527,"Juvenile osteochondrosis of lower extremity, excluding foot",outcome
289,290,4115991,Knee joint effusion,outcome
289,290,4093346,Large prostate,outcome
289,290,133088,Late amputation stump complication,outcome
289,290,4228331,Leukokeratosis nicotina palati,outcome
289,290,377873,Lid lag,outcome
289,290,4297984,Local infection of wound,outcome
289,290,4083487,Macular drusen,outcome
289,290,4051630,Malingering,outcome
289,290,436426,Malleus mobility reduced,outcome
289,290,44783760,Mammographic calcification of breast,outcome
289,290,439082,Menopausal syndrome,outcome
289,290,436940,Metabolic syndrome X,outcome
289,290,45757258,Minimal keratinized residual ridge mucosa,outcome
289,290,40480000,Multiple complications due to diabetes mellitus,outcome
289,290,137967,"Muscle, ligament and fascia disorders",outcome
289,290,134315,Myelophthisis,outcome
289,290,4195085,Nasal congestion,outcome
289,290,4035269,Non-ketotic hyperglycinemia,outcome
289,290,434016,"Nondependent opioid abuse, continuous",outcome
289,290,201792,Nongonococcal urethritis,outcome
289,290,40480893,Nonspecific tuberculin test reaction,outcome
289,290,198802,Occlusion of ureter,outcome
289,290,4215978,Onychomycosis,outcome
289,290,140648,Onychomycosis due to dermatophyte,outcome
289,290,4129408,Open wound of ankle,outcome
289,290,4053600,Open wound of elbow,outcome
289,290,77139,Open wound of finger without complication,outcome
289,290,444426,Open wound of foot except toes without complication,outcome
289,290,137426,Open wound of forearm without complication,outcome
289,290,77421,Open wound of hand except fingers without complication,outcome
289,290,4051004,Open wound of scalp,outcome
289,290,4129404,Open wound of upper arm,outcome
289,290,315361,Orthopnea,outcome
289,290,378160,Otorrhea,outcome
289,290,77356,Pathological dislocation of joint,outcome
289,290,375292,Perforation of tympanic membrane,outcome
289,290,78162,Peripheral vertigo,outcome
289,290,437092,Physiological development failure,outcome
289,290,253796,Pneumothorax,outcome
289,290,4295261,Postmenopausal state,outcome
289,290,4202045,Postviral fatigue syndrome,outcome
289,290,4094448,Pregnancy test negative,outcome
289,290,198715,Premature menopause,outcome
289,290,439081,Premenstrual tension syndrome,outcome
289,290,199876,Prolapse of female genital organs,outcome
289,290,4295888,Prolapse of intestine,outcome
289,290,194997,Prostatitis,outcome
289,290,439790,Psychalgia,outcome
289,290,435028,Puerperal pyrexia of unknown origin,outcome
289,290,4245252,Raised prostate specific antigen,outcome
289,290,436246,Reduced libido,outcome
289,290,45772079,Retinopathy of prematurity stage 0,outcome
289,290,436828,Saliva abnormal,outcome
289,290,4233565,Severe protein-calorie malnutrition (Gomez: less than 60% of standard weight),outcome
289,290,4250163,Sexual arousal disorder,outcome
289,290,4096999,Short rib,outcome
289,290,4305303,Sleep deprivation,outcome
289,290,195926,Slowing of urinary stream,outcome
289,290,4125590,Slurred speech,outcome
289,290,444127,Specimen satisfactory for evaluation but limited,outcome
289,290,4345332,Spinal instability,outcome
289,290,443172,"Splinter of face, without major open wound",outcome
289,290,443082,Starvation,outcome
289,290,440233,Strain of supraspinatus muscle AND/OR tendon,outcome
289,290,4195698,Tenosynovitis,outcome
289,290,80946,Tinea manus,outcome
289,290,4163280,Tinea of perianal region,outcome
289,290,133141,Tinea pedis,outcome
289,290,433244,Tooth loss,outcome
289,290,4029731,Trimethylaminuria,outcome
289,290,40482801,Type II diabetes mellitus uncontrolled,outcome
289,290,74719,Ulcer of foot,outcome
289,290,443593,Ulcer of thigh,outcome
289,290,4199550,Unable to mobilize,outcome
289,290,4002572,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal",outcome
289,290,4092743,Unsteady when standing,outcome
289,290,195591,Urethral overactivity,outcome
289,290,4216708,Urgent desire for stool,outcome
289,290,80070,Uric acid urolithiasis,outcome
289,290,4088910,Uterine cervix absent,outcome
289,290,4092565,Uterine prolapse,outcome
289,290,4088920,Uterus absent,outcome
289,290,435131,Victim of neglect,outcome
289,290,261599,Vocal cord paralysis,outcome
289,290,4104132,Vomit contains feces,outcome
289,290,439405,Walking disability,outcome
289,290,314754,Wheezing,outcome
289,290,132834,White piedra,outcome
289,290,435723,Wound seroma,outcome
289,290,440193,Wristdrop,outcome
1182,291,4175583,3-Methylglutaconic aciduria type 2,outcome
1182,291,375824,Abnormal auditory perception,outcome
1182,291,435574,Abnormal form of root of tooth,outcome
1182,291,4262562,Abnormal heart beat,outcome
1182,291,436409,Abnormal pupil,outcome
1182,291,443702,Abnormal response to nerve stimulation,outcome
1182,291,44783954,Acid reflux,outcome
1182,291,435720,Adverse anesthesia outcome,outcome
1182,291,4254371,Altered growth and development,outcome
1182,291,434916,"Amphetamine or psychostimulant dependence, continuous",outcome
1182,291,45757682,Anomaly of jaw size,outcome
1182,291,4060259,Antenatal amniocentesis - abnormal,outcome
1182,291,76744,Azoospermia,outcome
1182,291,256449,Bronchiectasis,outcome
1182,291,134765,Cachexia,outcome
1182,291,4228429,Carnitine deficiency,outcome
1182,291,42709838,Cellulitis of lower limb,outcome
1182,291,4213540,Cervical somatic dysfunction,outcome
1182,291,443570,Cervicovaginal cytology: Low grade squamous intraepithelial lesion,outcome
1182,291,46269889,Complication due to Crohn's disease,outcome
1182,291,434675,Complication of gastrostomy,outcome
1182,291,438624,Complication of renal dialysis,outcome
1182,291,80492,Contracture of knee joint,outcome
1182,291,432729,Crying infant,outcome
1182,291,443737,Dental restoration lost,outcome
1182,291,438183,Denture occlusion incorrect,outcome
1182,291,438759,Descemet's membrane fold,outcome
1182,291,4115402,Difficulty sleeping,outcome
1182,291,4019971,Discord in school,outcome
1182,291,201091,Disproportion - major pelvic abnormality,outcome
1182,291,372329,Dissociated deviation,outcome
1182,291,4155818,Does climb,outcome
1182,291,4196636,Dysarthria,outcome
1182,291,439791,Emotional upset,outcome
1182,291,4092896,Feces contents abnormal,outcome
1182,291,4182437,Female genital cutting,outcome
1182,291,4229403,Flat anterior chamber of eye,outcome
1182,291,4069540,Flexion deformity of knee,outcome
1182,291,374801,Foreign body in ear,outcome
1182,291,4096540,Foreskin deficient,outcome
1182,291,73564,Full thickness rotator cuff tear,outcome
1182,291,40481568,Fussy infant,outcome
1182,291,439788,Galactosemia,outcome
1182,291,440329,Herpes zoster without complication,outcome
1182,291,441829,Hyperosmolality and or hypernatremia,outcome
1182,291,440129,Hypertrophy of nasal turbinates,outcome
1182,291,443447,Iatrogenic hypotension,outcome
1182,291,4344500,Impingement syndrome of shoulder region,outcome
1182,291,4090353,Incompetent urethral closure mechanism,outcome
1182,291,434485,Increase in body fat,outcome
1182,291,434872,Infection by Trichomonas,outcome
1182,291,440053,Infestation by insect,outcome
1182,291,442120,Injection site extravasation,outcome
1182,291,4168222,"Intra-abdominal and pelvic swelling, mass and lump",outcome
1182,291,440710,Intraretinal microvascular abnormality,outcome
1182,291,72404,Joint stiffness,outcome
1182,291,4093346,Large prostate,outcome
1182,291,133088,Late amputation stump complication,outcome
1182,291,4228331,Leukokeratosis nicotina palati,outcome
1182,291,377873,Lid lag,outcome
1182,291,4083487,Macular drusen,outcome
1182,291,4051630,Malingering,outcome
1182,291,436426,Malleus mobility reduced,outcome
1182,291,44783760,Mammographic calcification of breast,outcome
1182,291,439082,Menopausal syndrome,outcome
1182,291,436940,Metabolic syndrome X,outcome
1182,291,45757258,Minimal keratinized residual ridge mucosa,outcome
1182,291,40480000,Multiple complications due to diabetes mellitus,outcome
1182,291,134315,Myelophthisis,outcome
1182,291,4195085,Nasal congestion,outcome
1182,291,434016,"Nondependent opioid abuse, continuous",outcome
1182,291,4035269,Non-ketotic hyperglycinemia,outcome
1182,291,40480893,Nonspecific tuberculin test reaction,outcome
1182,291,198802,Occlusion of ureter,outcome
1182,291,375292,Perforation of tympanic membrane,outcome
1182,291,78162,Peripheral vertigo,outcome
1182,291,437092,Physiological development failure,outcome
1182,291,253796,Pneumothorax,outcome
1182,291,4295261,Postmenopausal state,outcome
1182,291,4202045,Postviral fatigue syndrome,outcome
1182,291,4094448,Pregnancy test negative,outcome
1182,291,439081,Premenstrual tension syndrome,outcome
1182,291,439790,Psychalgia,outcome
1182,291,435028,Puerperal pyrexia of unknown origin,outcome
1182,291,4245252,Raised prostate specific antigen,outcome
1182,291,436246,Reduced libido,outcome
1182,291,45772079,Retinopathy of prematurity stage 0,outcome
1182,291,436828,Saliva abnormal,outcome
1182,291,4233565,Severe protein-calorie malnutrition (Gomez: less than 60% of standard weight),outcome
1182,291,4250163,Sexual arousal disorder,outcome
1182,291,4096999,Short rib,outcome
1182,291,4305303,Sleep deprivation,outcome
1182,291,195926,Slowing of urinary stream,outcome
1182,291,4125590,Slurred speech,outcome
1182,291,444127,Specimen satisfactory for evaluation but limited,outcome
1182,291,443172,"Splinter of face, without major open wound",outcome
1182,291,443082,Starvation,outcome
1182,291,440233,Strain of supraspinatus muscle AND/OR tendon,outcome
1182,291,433244,Tooth loss,outcome
1182,291,4029731,Trimethylaminuria,outcome
1182,291,40482801,Type II diabetes mellitus uncontrolled,outcome
1182,291,4199550,Unable to mobilize,outcome
1182,291,4002572,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal",outcome
1182,291,4092743,Unsteady when standing,outcome
1182,291,195591,Urethral overactivity,outcome
1182,291,4216708,Urgent desire for stool,outcome
1182,291,80070,Uric acid urolithiasis,outcome
1182,291,4088910,Uterine cervix absent,outcome
1182,291,4088920,Uterus absent,outcome
1182,291,4104132,Vomit contains feces,outcome
1182,291,439405,Walking disability,outcome
1182,291,314754,Wheezing,outcome
1182,291,435723,Wound seroma,outcome
1182,291,440193,Wristdrop,outcome
1182,291,4175583,3-Methylglutaconic aciduria type 2,outcome
1182,291,443698,Abnormal anal Papanicolaou smear,outcome
1182,291,375824,Abnormal auditory perception,outcome
1182,291,435574,Abnormal form of root of tooth,outcome
1182,291,4262562,Abnormal heart beat,outcome
1182,291,436409,Abnormal pupil,outcome
1182,291,443702,Abnormal response to nerve stimulation,outcome
1182,291,443585,Abrasion and/or friction burn of multiple sites,outcome
1182,291,44783954,Acid reflux,outcome
1182,291,380818,Acquired deformity of head,outcome
1182,291,432411,Acquired equinus deformity of foot,outcome
1182,291,441481,Adult victim of abuse,outcome
1182,291,435720,Adverse anesthesia outcome,outcome
1182,291,4218106,Alcoholism,outcome
1182,291,4303805,Allergic reaction to bite and/or sting,outcome
1182,291,4254371,Altered growth and development,outcome
1182,291,434916,"Amphetamine or psychostimulant dependence, continuous",outcome
1182,291,4101660,Amputated below knee,outcome
1182,291,4198962,Amputated thumb,outcome
1182,291,4171556,Ankle ulcer,outcome
1182,291,45757682,Anomaly of jaw size,outcome
1182,291,4060259,Antenatal amniocentesis - abnormal,outcome
1182,291,77650,Aseptic necrosis of bone,outcome
1182,291,439237,Assault,outcome
1182,291,76744,Azoospermia,outcome
1182,291,256449,Bronchiectasis,outcome
1182,291,134765,Cachexia,outcome
1182,291,4172458,Candidiasis of skin,outcome
1182,291,4228429,Carnitine deficiency,outcome
1182,291,42709838,Cellulitis of lower limb,outcome
1182,291,4213540,Cervical somatic dysfunction,outcome
1182,291,443570,Cervicovaginal cytology: Low grade squamous intraepithelial lesion,outcome
1182,291,439674,Chronic viral hepatitis B without delta-agent,outcome
1182,291,134734,Compartment syndrome,outcome
1182,291,46269889,Complication due to Crohn's disease,outcome
1182,291,434675,Complication of gastrostomy,outcome
1182,291,438624,Complication of renal dialysis,outcome
1182,291,72995,Contracture of joint of hand,outcome
1182,291,80492,Contracture of knee joint,outcome
1182,291,199978,Contusion of lower limb,outcome
1182,291,433071,Contusion of multiple sites,outcome
1182,291,432729,Crying infant,outcome
1182,291,75389,Current tear of lateral cartilage AND/OR meniscus of knee,outcome
1182,291,80242,Current tear of medial cartilage AND/OR meniscus of knee,outcome
1182,291,73575,Deformity of toe,outcome
1182,291,443737,Dental restoration lost,outcome
1182,291,438183,Denture occlusion incorrect,outcome
1182,291,438759,Descemet's membrane fold,outcome
1182,291,4115402,Difficulty sleeping,outcome
1182,291,4019971,Discord in school,outcome
1182,291,436906,Disease caused by rickettsiae,outcome
1182,291,201091,Disproportion - major pelvic abnormality,outcome
1182,291,372329,Dissociated deviation,outcome
1182,291,4155818,Does climb,outcome
1182,291,4196636,Dysarthria,outcome
1182,291,72407,Effusion of joint of shoulder region,outcome
1182,291,439791,Emotional upset,outcome
1182,291,4092896,Feces contents abnormal,outcome
1182,291,4182437,Female genital cutting,outcome
1182,291,4229403,Flat anterior chamber of eye,outcome
1182,291,4069540,Flexion deformity of knee,outcome
1182,291,374801,Foreign body in ear,outcome
1182,291,4096540,Foreskin deficient,outcome
1182,291,73564,Full thickness rotator cuff tear,outcome
1182,291,40481568,Fussy infant,outcome
1182,291,439788,Galactosemia,outcome
1182,291,40481632,Ganglion cyst,outcome
1182,291,74855,Genital herpes simplex,outcome
1182,291,437744,Heat exhaustion,outcome
1182,291,440021,Herpes simplex without complication,outcome
1182,291,437489,Herpes zoster with complication,outcome
1182,291,440329,Herpes zoster without complication,outcome
1182,291,435511,Hypercalcemia,outcome
1182,291,77364,Hypermobility of coccyx,outcome
1182,291,441829,Hyperosmolality and or hypernatremia,outcome
1182,291,74731,Hypertrophic osteoarthropathy,outcome
1182,291,440129,Hypertrophy of nasal turbinates,outcome
1182,291,443447,Iatrogenic hypotension,outcome
1182,291,4344500,Impingement syndrome of shoulder region,outcome
1182,291,4090353,Incompetent urethral closure mechanism,outcome
1182,291,434485,Increase in body fat,outcome
1182,291,434872,Infection by Trichomonas,outcome
1182,291,4057662,Infestation by Phthirus,outcome
1182,291,440053,Infestation by insect,outcome
1182,291,442120,Injection site extravasation,outcome
1182,291,4168222,"Intra-abdominal and pelvic swelling, mass and lump",outcome
1182,291,440710,Intraretinal microvascular abnormality,outcome
1182,291,78512,Joint contracture of the ankle and/or foot,outcome
1182,291,78228,Joint derangement,outcome
1182,291,72404,Joint stiffness,outcome
1182,291,438527,"Juvenile osteochondrosis of lower extremity, excluding foot",outcome
1182,291,4115991,Knee joint effusion,outcome
1182,291,4093346,Large prostate,outcome
1182,291,133088,Late amputation stump complication,outcome
1182,291,4228331,Leukokeratosis nicotina palati,outcome
1182,291,377873,Lid lag,outcome
1182,291,4297984,Local infection of wound,outcome
1182,291,4083487,Macular drusen,outcome
1182,291,4051630,Malingering,outcome
1182,291,436426,Malleus mobility reduced,outcome
1182,291,44783760,Mammographic calcification of breast,outcome
1182,291,439082,Menopausal syndrome,outcome
1182,291,436940,Metabolic syndrome X,outcome
1182,291,45757258,Minimal keratinized residual ridge mucosa,outcome
1182,291,40480000,Multiple complications due to diabetes mellitus,outcome
1182,291,137967,"Muscle, ligament and fascia disorders",outcome
1182,291,134315,Myelophthisis,outcome
1182,291,4195085,Nasal congestion,outcome
1182,291,4035269,Non-ketotic hyperglycinemia,outcome
1182,291,434016,"Nondependent opioid abuse, continuous",outcome
1182,291,201792,Nongonococcal urethritis,outcome
1182,291,40480893,Nonspecific tuberculin test reaction,outcome
1182,291,198802,Occlusion of ureter,outcome
1182,291,4215978,Onychomycosis,outcome
1182,291,140648,Onychomycosis due to dermatophyte,outcome
1182,291,4129408,Open wound of ankle,outcome
1182,291,4053600,Open wound of elbow,outcome
1182,291,77139,Open wound of finger without complication,outcome
1182,291,444426,Open wound of foot except toes without complication,outcome
1182,291,137426,Open wound of forearm without complication,outcome
1182,291,77421,Open wound of hand except fingers without complication,outcome
1182,291,4051004,Open wound of scalp,outcome
1182,291,4129404,Open wound of upper arm,outcome
1182,291,315361,Orthopnea,outcome
1182,291,378160,Otorrhea,outcome
1182,291,77356,Pathological dislocation of joint,outcome
1182,291,375292,Perforation of tympanic membrane,outcome
1182,291,78162,Peripheral vertigo,outcome
1182,291,437092,Physiological development failure,outcome
1182,291,253796,Pneumothorax,outcome
1182,291,4295261,Postmenopausal state,outcome
1182,291,4202045,Postviral fatigue syndrome,outcome
1182,291,4094448,Pregnancy test negative,outcome
1182,291,198715,Premature menopause,outcome
1182,291,439081,Premenstrual tension syndrome,outcome
1182,291,199876,Prolapse of female genital organs,outcome
1182,291,4295888,Prolapse of intestine,outcome
1182,291,194997,Prostatitis,outcome
1182,291,439790,Psychalgia,outcome
1182,291,435028,Puerperal pyrexia of unknown origin,outcome
1182,291,4245252,Raised prostate specific antigen,outcome
1182,291,436246,Reduced libido,outcome
1182,291,45772079,Retinopathy of prematurity stage 0,outcome
1182,291,436828,Saliva abnormal,outcome
1182,291,4233565,Severe protein-calorie malnutrition (Gomez: less than 60% of standard weight),outcome
1182,291,4250163,Sexual arousal disorder,outcome
1182,291,4096999,Short rib,outcome
1182,291,4305303,Sleep deprivation,outcome
1182,291,195926,Slowing of urinary stream,outcome
1182,291,4125590,Slurred speech,outcome
1182,291,444127,Specimen satisfactory for evaluation but limited,outcome
1182,291,4345332,Spinal instability,outcome
1182,291,443172,"Splinter of face, without major open wound",outcome
1182,291,443082,Starvation,outcome
1182,291,440233,Strain of supraspinatus muscle AND/OR tendon,outcome
1182,291,4195698,Tenosynovitis,outcome
1182,291,80946,Tinea manus,outcome
1182,291,4163280,Tinea of perianal region,outcome
1182,291,133141,Tinea pedis,outcome
1182,291,433244,Tooth loss,outcome
1182,291,4029731,Trimethylaminuria,outcome
1182,291,40482801,Type II diabetes mellitus uncontrolled,outcome
1182,291,74719,Ulcer of foot,outcome
1182,291,443593,Ulcer of thigh,outcome
1182,291,4199550,Unable to mobilize,outcome
1182,291,4002572,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal",outcome
1182,291,4092743,Unsteady when standing,outcome
1182,291,195591,Urethral overactivity,outcome
1182,291,4216708,Urgent desire for stool,outcome
1182,291,80070,Uric acid urolithiasis,outcome
1182,291,4088910,Uterine cervix absent,outcome
1182,291,4092565,Uterine prolapse,outcome
1182,291,4088920,Uterus absent,outcome
1182,291,435131,Victim of neglect,outcome
1182,291,261599,Vocal cord paralysis,outcome
1182,291,4104132,Vomit contains feces,outcome
1182,291,439405,Walking disability,outcome
1182,291,314754,Wheezing,outcome
1182,291,132834,White piedra,outcome
1182,291,435723,Wound seroma,outcome
1182,291,440193,Wristdrop,outcome
1289,1290,4175583,3-Methylglutaconic aciduria type 2,outcome
1289,1290,375824,Abnormal auditory perception,outcome
1289,1290,435574,Abnormal form of root of tooth,outcome
1289,1290,4262562,Abnormal heart beat,outcome
1289,1290,436409,Abnormal pupil,outcome
1289,1290,443702,Abnormal response to nerve stimulation,outcome
1289,1290,44783954,Acid reflux,outcome
1289,1290,435720,Adverse anesthesia outcome,outcome
1289,1290,4254371,Altered growth and development,outcome
